"","CITY","PROPERTY.TYPE","PRICE","BEDS","BATHS","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","X..SQUARE.FEET","State","Violent.Crimes","Murder.and.Non.Negligent.Manslaughter","Rape","Robbery","Aggravated.Assault"
"1984","Dallas","Multi-Family (2-4 Unit)",365000,5,4.5,2844,7797,1965,128,"Texas",8457,116,781,3856,3704
"1985","Dallas","Townhouse",625000,3,3.5,3177,2657,2004,197,"Texas",8457,116,781,3856,3704
"1986","Dallas","Single Family Residential",875000,3,2,2807,10149,1949,312,"Texas",8457,116,781,3856,3704
"1987","Dallas","Single Family Residential",1099000,3,4,2791,22433,1939,394,"Texas",8457,116,781,3856,3704
"1989","Dallas","Condo/Co-op",165000,2,2,1147,166486,1967,144,"Texas",8457,116,781,3856,3704
"1990","Dallas","Single Family Residential",230000,2,1,774,6273,1941,297,"Texas",8457,116,781,3856,3704
"1991","Dallas","Townhouse",335000,3,2,1804,4530,1974,186,"Texas",8457,116,781,3856,3704
"1992","Dallas","Condo/Co-op",629000,3,3.5,2235,87425,2006,281,"Texas",8457,116,781,3856,3704
"1993","Dallas","Single Family Residential",225000,5,3.5,2394,4792,2009,94,"Texas",8457,116,781,3856,3704
"1994","Dallas","Single Family Residential",371500,3,2,2135,7667,1969,174,"Texas",8457,116,781,3856,3704
"1996","Dallas","Single Family Residential",189900,4,2.5,1692,9017,2018,112,"Texas",8457,116,781,3856,3704
"1997","Dallas","Townhouse",240000,2,2.5,1350,2788,1972,178,"Texas",8457,116,781,3856,3704
"1998","Dallas","Multi-Family (2-4 Unit)",1349000,3,3.5,2893,2614,2008,466,"Texas",8457,116,781,3856,3704
"1999","Dallas","Single Family Residential",105000,3,2,1202,2919,1982,87,"Texas",8457,116,781,3856,3704
"2000","Dallas","Single Family Residential",799000,3,3,2903,18818,1957,275,"Texas",8457,116,781,3856,3704
"2001","Dallas","Single Family Residential",529000,3,2,2133,7797,1956,248,"Texas",8457,116,781,3856,3704
"2002","Dallas","Single Family Residential",975000,4,3.5,3586,8015,2013,272,"Texas",8457,116,781,3856,3704
"2003","Dallas","Single Family Residential",244900,4,2,1958,3485,2017,125,"Texas",8457,116,781,3856,3704
"2004","Dallas","Multi-Family (2-4 Unit)",550000,2,2.5,2367,6098,2017,232,"Texas",8457,116,781,3856,3704
"2005","Dallas","Single Family Residential",149000,3,2,1456,6795,1977,102,"Texas",8457,116,781,3856,3704
"2007","Dallas","Single Family Residential",389900,4,2.5,1745,10019,1962,223,"Texas",8457,116,781,3856,3704
"2008","Dallas","Single Family Residential",159900,3,2,1048,6142,1972,153,"Texas",8457,116,781,3856,3704
"2009","Dallas","Single Family Residential",3995000,5,7,7427,30928,2017,538,"Texas",8457,116,781,3856,3704
"2010","Dallas","Single Family Residential",184900,4,2,1904,6926,2006,97,"Texas",8457,116,781,3856,3704
"2011","Dallas","Single Family Residential",254900,3,2,1273,8843,1961,200,"Texas",8457,116,781,3856,3704
"2012","Dallas","Single Family Residential",374900,4,2,1911,12589,1960,196,"Texas",8457,116,781,3856,3704
"2013","Dallas","Single Family Residential",435000,3,2,2206,7623,1977,197,"Texas",8457,116,781,3856,3704
"2014","Dallas","Single Family Residential",174900,3,1,1272,8668,1953,138,"Texas",8457,116,781,3856,3704
"2015","Dallas","Single Family Residential",600000,3,2,1796,12023,1950,334,"Texas",8457,116,781,3856,3704
"2017","Dallas","Single Family Residential",424900,4,3.5,2930,9148,1995,145,"Texas",8457,116,781,3856,3704
"2018","Dallas","Single Family Residential",149900,4,2,2010,8233,1964,75,"Texas",8457,116,781,3856,3704
"2019","Dallas","Single Family Residential",224000,3,2.5,1472,3615,1984,152,"Texas",8457,116,781,3856,3704
"2021","Dallas","Single Family Residential",530000,3,2,1793,7797,1923,296,"Texas",8457,116,781,3856,3704
"2022","Dallas","Single Family Residential",160000,3,1,996,6882,1951,161,"Texas",8457,116,781,3856,3704
"2023","Dallas","Condo/Co-op",198500,2,1.5,880,227645,1955,226,"Texas",8457,116,781,3856,3704
"2024","Dallas","Single Family Residential",325000,3,2,1547,7492,1910,210,"Texas",8457,116,781,3856,3704
"2025","Dallas","Single Family Residential",575000,3,2,1972,9278,1938,292,"Texas",8457,116,781,3856,3704
"2026","Dallas","Single Family Residential",629000,3,3,2212,9148,1968,284,"Texas",8457,116,781,3856,3704
"2027","Dallas","Single Family Residential",825000,3,2.5,2576,10803,1969,320,"Texas",8457,116,781,3856,3704
"2028","Dallas","Condo/Co-op",119000,2,2,966,220806,1980,123,"Texas",8457,116,781,3856,3704
"2029","Dallas","Single Family Residential",225000,3,2,1888,7623,1978,119,"Texas",8457,116,781,3856,3704
"2030","Dallas","Single Family Residential",255000,3,2,2119,10977,1958,120,"Texas",8457,116,781,3856,3704
"2031","Dallas","Single Family Residential",235000,3,2,1515,9583,1957,155,"Texas",8457,116,781,3856,3704
"2032","Dallas","Townhouse",399000,2,2.5,2265,1742,2002,176,"Texas",8457,116,781,3856,3704
"2033","Dallas","Townhouse",642000,2,2.5,2947,3528,1999,218,"Texas",8457,116,781,3856,3704
"2034","Dallas","Multi-Family (2-4 Unit)",346500,4,2,2616,12676,1953,132,"Texas",8457,116,781,3856,3704
"2035","Dallas","Condo/Co-op",215500,2,1.5,965,227645,1955,223,"Texas",8457,116,781,3856,3704
"2036","Dallas","Single Family Residential",90000,2,1,864,5009,1938,104,"Texas",8457,116,781,3856,3704
"2037","Dallas","Single Family Residential",145000,3,2,1591,8189,1958,91,"Texas",8457,116,781,3856,3704
"2038","Dallas","Single Family Residential",110500,3,1.5,1218,6795,1972,91,"Texas",8457,116,781,3856,3704
"2039","Dallas","Single Family Residential",1195000,3,3.5,3620,8494,2017,330,"Texas",8457,116,781,3856,3704
"2040","Dallas","Single Family Residential",139900,4,2,1315,8930,2004,106,"Texas",8457,116,781,3856,3704
"2041","Dallas","Condo/Co-op",265000,2,2,1090,40859,1985,243,"Texas",8457,116,781,3856,3704
"2042","Dallas","Single Family Residential",625000,3,3,2563,3920,2014,244,"Texas",8457,116,781,3856,3704
"2043","Dallas","Single Family Residential",309000,3,2,1814,8581,1959,170,"Texas",8457,116,781,3856,3704
"2044","Dallas","Condo/Co-op",239000,3,2,1699,1742,1996,141,"Texas",8457,116,781,3856,3704
"2045","Dallas","Condo/Co-op",139900,2,2,1124,95832,1963,124,"Texas",8457,116,781,3856,3704
"2046","Dallas","Single Family Residential",475000,3,2.5,2205,5619,1940,215,"Texas",8457,116,781,3856,3704
"2047","Dallas","Single Family Residential",709900,4,3.5,3157,13242,1970,225,"Texas",8457,116,781,3856,3704
"2048","Dallas","Single Family Residential",449900,4,3,2881,11195,1963,156,"Texas",8457,116,781,3856,3704
"2049","Dallas","Condo/Co-op",165000,1,1,778,42863,1925,212,"Texas",8457,116,781,3856,3704
"2050","Dallas","Condo/Co-op",185000,1,1.5,875,30666,1973,211,"Texas",8457,116,781,3856,3704
"2051","Dallas","Townhouse",154000,2,2,1213,2657,1972,127,"Texas",8457,116,781,3856,3704
"2052","Dallas","Condo/Co-op",269000,2,2,1154,154028,1998,233,"Texas",8457,116,781,3856,3704
"2053","Dallas","Single Family Residential",449900,3,3,2401,1742,2004,187,"Texas",8457,116,781,3856,3704
"2054","Dallas","Townhouse",110500,2,2,1334,4443,1973,83,"Texas",8457,116,781,3856,3704
"2055","Dallas","Single Family Residential",225000,3,2,1471,4835,1984,153,"Texas",8457,116,781,3856,3704
"2056","Dallas","Single Family Residential",789000,3,3,3198,12327,1966,247,"Texas",8457,116,781,3856,3704
"2057","Dallas","Single Family Residential",449000,3,1.5,1603,7144,1929,280,"Texas",8457,116,781,3856,3704
"2058","Dallas","Single Family Residential",184900,4,2,2077,5489,2001,89,"Texas",8457,116,781,3856,3704
"2059","Dallas","Single Family Residential",110000,4,1.5,1197,10498,1955,92,"Texas",8457,116,781,3856,3704
"2060","Dallas","Single Family Residential",1189000,4,3.5,4899,9845,2004,243,"Texas",8457,116,781,3856,3704
"2061","Dallas","Single Family Residential",329900,4,2.5,2553,10193,1971,129,"Texas",8457,116,781,3856,3704
"2062","Dallas","Single Family Residential",279900,3,2,1638,5837,1953,171,"Texas",8457,116,781,3856,3704
"2063","Dallas","Single Family Residential",200000,3,2.5,1620,7536,1955,123,"Texas",8457,116,781,3856,3704
"2064","Dallas","Single Family Residential",410000,3,2,1794,4182,1999,229,"Texas",8457,116,781,3856,3704
"2065","Dallas","Single Family Residential",475000,3,2.5,2349,15159,1959,202,"Texas",8457,116,781,3856,3704
"2066","Dallas","Condo/Co-op",99000,1,1,632,266936,1968,157,"Texas",8457,116,781,3856,3704
"2067","Dallas","Condo/Co-op",359900,2,2.5,1459,24002,1987,247,"Texas",8457,116,781,3856,3704
"2068","Dallas","Condo/Co-op",240000,1,1,852,72527,1999,282,"Texas",8457,116,781,3856,3704
"2069","Dallas","Single Family Residential",869000,4,3,3496,9801,2003,249,"Texas",8457,116,781,3856,3704
"2070","Dallas","Single Family Residential",70000,3,1,1036,5097,1928,68,"Texas",8457,116,781,3856,3704
"2071","Dallas","Single Family Residential",579000,4,2.5,2715,7492,1945,213,"Texas",8457,116,781,3856,3704
"2072","Dallas","Condo/Co-op",539000,3,3.5,2210,7187,2015,244,"Texas",8457,116,781,3856,3704
"2073","Dallas","Single Family Residential",195000,3,2.5,1926,9191,1964,101,"Texas",8457,116,781,3856,3704
"2074","Dallas","Single Family Residential",349000,3,2.5,2050,10977,1967,170,"Texas",8457,116,781,3856,3704
"2075","Dallas","Condo/Co-op",182000,2,2.5,1384,438126,1982,132,"Texas",8457,116,781,3856,3704
"2076","Dallas","Single Family Residential",345000,2,1,1151,5445,2000,300,"Texas",8457,116,781,3856,3704
"2077","Dallas","Single Family Residential",519000,3,2,2079,23392,1947,250,"Texas",8457,116,781,3856,3704
"2078","Dallas","Condo/Co-op",175000,1,1,749,96180,2005,234,"Texas",8457,116,781,3856,3704
"2079","Dallas","Condo/Co-op",119900,1,1,734,492707,1969,163,"Texas",8457,116,781,3856,3704
"2080","Dallas","Single Family Residential",749000,4,3,3855,15943,1968,194,"Texas",8457,116,781,3856,3704
"2082","Dallas","Single Family Residential",299000,3,2,1784,11195,1961,168,"Texas",8457,116,781,3856,3704
"2084","Dallas","Single Family Residential",259999,3,2,1568,8451,1959,166,"Texas",8457,116,781,3856,3704
"2085","Dallas","Condo/Co-op",289000,2,3,1314,111078,1964,220,"Texas",8457,116,781,3856,3704
"2087","Dallas","Single Family Residential",149900,3,2,1312,8973,1957,114,"Texas",8457,116,781,3856,3704
"2088","Dallas","Condo/Co-op",110000,1,1,708,100188,1970,155,"Texas",8457,116,781,3856,3704
"2089","Dallas","Single Family Residential",440000,4,3.5,3192,7492,2012,138,"Texas",8457,116,781,3856,3704
"2090","Dallas","Single Family Residential",265000,3,2,1212,9409,1961,219,"Texas",8457,116,781,3856,3704
"2091","Dallas","Condo/Co-op",239900,1,1,852,72527,1999,282,"Texas",8457,116,781,3856,3704
"2092","Dallas","Condo/Co-op",335000,2,1.5,1336,41077,2007,251,"Texas",8457,116,781,3856,3704
"2095","Dallas","Single Family Residential",45000,3,2,1225,8712,1960,37,"Texas",8457,116,781,3856,3704
"2096","Dallas","Single Family Residential",10400,2,1,854,5881,1930,12,"Texas",8457,116,781,3856,3704
"2097","Dallas","Townhouse",250000,3,2.5,1442,2091,2016,173,"Texas",8457,116,781,3856,3704
"2098","Dallas","Single Family Residential",202500,3,2,1888,6447,1977,107,"Texas",8457,116,781,3856,3704
"2099","Dallas","Single Family Residential",169000,4,2,1897,8712,1965,89,"Texas",8457,116,781,3856,3704
"2100","Dallas","Single Family Residential",155000,3,1.5,1772,4617,1935,87,"Texas",8457,116,781,3856,3704
"2101","Dallas","Single Family Residential",570000,2,1,1372,9409,1952,415,"Texas",8457,116,781,3856,3704
"2102","Dallas","Single Family Residential",184900,4,2,1658,7971,2017,112,"Texas",8457,116,781,3856,3704
"2103","Dallas","Single Family Residential",321000,3,1,1172,7492,1954,274,"Texas",8457,116,781,3856,3704
"2104","Dallas","Single Family Residential",349000,3,2,1481,21780,1954,236,"Texas",8457,116,781,3856,3704
"2105","Dallas","Single Family Residential",104000,3,2,1037,6011,1997,100,"Texas",8457,116,781,3856,3704
"2107","Dallas","Condo/Co-op",449000,2,2,2053,15987,2003,219,"Texas",8457,116,781,3856,3704
"2108","Dallas","Single Family Residential",525000,4,2,2340,18818,1965,224,"Texas",8457,116,781,3856,3704
"2109","Dallas","Single Family Residential",625000,4,3.5,3019,19907,1964,207,"Texas",8457,116,781,3856,3704
"2110","Dallas","Single Family Residential",699900,4,3.5,3320,15987,1962,211,"Texas",8457,116,781,3856,3704
"2112","Dallas","Single Family Residential",379000,3,2,2324,8886,1962,163,"Texas",8457,116,781,3856,3704
"2113","Dallas","Single Family Residential",1189000,4,4,4447,18295,2006,267,"Texas",8457,116,781,3856,3704
"2114","Dallas","Single Family Residential",548500,3,2.5,1992,16074,1953,275,"Texas",8457,116,781,3856,3704
"2115","Dallas","Single Family Residential",449000,5,2.5,2976,12240,1963,151,"Texas",8457,116,781,3856,3704
"2117","Dallas","Single Family Residential",112000,3,2,1378,8255,1960,81,"Texas",8457,116,781,3856,3704
"2119","Dallas","Single Family Residential",235000,3,2,1528,7492,1950,154,"Texas",8457,116,781,3856,3704
"2120","Dallas","Multi-Family (2-4 Unit)",499000,3,2.5,2436,3398,2016,205,"Texas",8457,116,781,3856,3704
"2121","Dallas","Single Family Residential",135000,3,2,1272,8712,2003,106,"Texas",8457,116,781,3856,3704
"2122","Dallas","Condo/Co-op",179900,2,2,1263,259792,1970,142,"Texas",8457,116,781,3856,3704
"2123","Dallas","Single Family Residential",899900,4,4.5,3446,8625,1964,261,"Texas",8457,116,781,3856,3704
"2124","Dallas","Single Family Residential",182500,3,2,1239,8102,1962,147,"Texas",8457,116,781,3856,3704
"2125","Dallas","Single Family Residential",339800,3,2,1484,7797,1960,229,"Texas",8457,116,781,3856,3704
"2126","Dallas","Single Family Residential",309900,3,2,1542,7667,1981,201,"Texas",8457,116,781,3856,3704
"2127","Dallas","Single Family Residential",155000,3,2,1312,8668,1957,118,"Texas",8457,116,781,3856,3704
"2129","Dallas","Single Family Residential",205000,4,2,2068,4661,2012,99,"Texas",8457,116,781,3856,3704
"2130","Dallas","Single Family Residential",199900,3,2,1134,7971,1955,176,"Texas",8457,116,781,3856,3704
"2131","Dallas","Single Family Residential",195000,2,1.5,983,3441,1983,198,"Texas",8457,116,781,3856,3704
"2132","Dallas","Single Family Residential",485000,4,3,2568,8930,1981,189,"Texas",8457,116,781,3856,3704
"2134","Houston","Single Family Residential",147300,3,2,1528,5040,2003,96,"Texas",22008,242,812,10186,10768
"2135","Houston","Townhouse",166000,2,2.5,1598,659074,2006,104,"Texas",22008,242,812,10186,10768
"2136","Houston","Single Family Residential",745000,4,4.5,3885,2300,1999,192,"Texas",22008,242,812,10186,10768
"2137","Houston","Single Family Residential",195000,4,2,2275,7505,2002,86,"Texas",22008,242,812,10186,10768
"2138","Houston","Single Family Residential",382500,3,2.5,2839,6213,1978,135,"Texas",22008,242,812,10186,10768
"2140","Houston","Condo/Co-op",91000,2,2,953,105482,2003,95,"Texas",22008,242,812,10186,10768
"2141","Houston","Single Family Residential",135000,3,2,1492,4408,1981,90,"Texas",22008,242,812,10186,10768
"2142","Houston","Single Family Residential",155000,3,3,1558,4050,1977,99,"Texas",22008,242,812,10186,10768
"2143","Houston","Single Family Residential",1135000,5,4.5,4553,7875,2001,249,"Texas",22008,242,812,10186,10768
"2144","Houston","Single Family Residential",235000,4,2,2367,7949,1990,99,"Texas",22008,242,812,10186,10768
"2145","Houston","Single Family Residential",178000,3,2.5,1640,4087,2015,109,"Texas",22008,242,812,10186,10768
"2146","Houston","Single Family Residential",160000,4,3,1724,9000,1968,93,"Texas",22008,242,812,10186,10768
"2147","Houston","Single Family Residential",240000,4,2.5,2619,6900,1999,92,"Texas",22008,242,812,10186,10768
"2149","Houston","Single Family Residential",189900,4,2.5,1689,7200,2017,112,"Texas",22008,242,812,10186,10768
"2150","Houston","Single Family Residential",254000,4,2.5,2875,6980,1983,88,"Texas",22008,242,812,10186,10768
"2151","Houston","Single Family Residential",170000,3,2,1998,8050,1976,85,"Texas",22008,242,812,10186,10768
"2152","Houston","Single Family Residential",282000,3,2,2105,9600,1960,134,"Texas",22008,242,812,10186,10768
"2154","Houston","Single Family Residential",219500,4,2.5,3175,5750,2002,69,"Texas",22008,242,812,10186,10768
"2155","Houston","Single Family Residential",350000,4,3,2986,6603,1975,117,"Texas",22008,242,812,10186,10768
"2156","Houston","Single Family Residential",550000,3,2,2087,9440,1950,264,"Texas",22008,242,812,10186,10768
"2157","Houston","Single Family Residential",340000,5,4,4564,9153,1993,74,"Texas",22008,242,812,10186,10768
"2159","Houston","Single Family Residential",500000,4,2,2026,11359,1956,247,"Texas",22008,242,812,10186,10768
"2161","Houston","Single Family Residential",171500,3,2.5,2101,8995,2006,82,"Texas",22008,242,812,10186,10768
"2162","Houston","Condo/Co-op",38000,2,1,952,403078,1978,40,"Texas",22008,242,812,10186,10768
"2163","Houston","Single Family Residential",372500,5,4.5,4083,12339,1973,91,"Texas",22008,242,812,10186,10768
"2164","Houston","Single Family Residential",39500,2,1,948,6118,1950,42,"Texas",22008,242,812,10186,10768
"2165","Houston","Single Family Residential",365000,4,2.5,3598,11923,1980,101,"Texas",22008,242,812,10186,10768
"2166","Houston","Single Family Residential",128000,4,2,1720,6050,1955,74,"Texas",22008,242,812,10186,10768
"2167","Houston","Single Family Residential",138000,3,2,1259,6340,1979,110,"Texas",22008,242,812,10186,10768
"2168","Houston","Townhouse",350000,2,2.5,1958,1085,1985,179,"Texas",22008,242,812,10186,10768
"2169","Houston","Single Family Residential",133000,3,2,1610,12400,1979,83,"Texas",22008,242,812,10186,10768
"2170","Houston","Townhouse",178000,2,2.5,1472,1400,1983,121,"Texas",22008,242,812,10186,10768
"2171","Houston","Single Family Residential",220000,3,2,2639,9360,1956,83,"Texas",22008,242,812,10186,10768
"2172","Houston","Single Family Residential",253000,4,2,2385,8910,1960,106,"Texas",22008,242,812,10186,10768
"2173","Houston","Single Family Residential",312500,4,3.5,3254,25320,1979,96,"Texas",22008,242,812,10186,10768
"2175","Houston","Single Family Residential",182500,3,2,1700,6600,1980,107,"Texas",22008,242,812,10186,10768
"2176","Houston","Single Family Residential",355000,5,6,4222,8099,1978,84,"Texas",22008,242,812,10186,10768
"2177","Houston","Single Family Residential",347000,3,2,2194,8640,1959,158,"Texas",22008,242,812,10186,10768
"2179","Houston","Single Family Residential",164500,3,2,1656,5655,2004,99,"Texas",22008,242,812,10186,10768
"2181","Houston","Single Family Residential",145000,3,2,1412,9200,1971,103,"Texas",22008,242,812,10186,10768
"2182","Houston","Single Family Residential",290000,4,3.5,3585,8390,1980,81,"Texas",22008,242,812,10186,10768
"2183","Houston","Townhouse",205360,2,2,1917,3654,1980,107,"Texas",22008,242,812,10186,10768
"2184","Houston","Townhouse",295000,3,2.5,2134,2872,2009,138,"Texas",22008,242,812,10186,10768
"2185","Houston","Single Family Residential",290000,4,3.5,3017,8364,1977,96,"Texas",22008,242,812,10186,10768
"2186","Houston","Single Family Residential",188000,4,2.5,2300,5500,2006,82,"Texas",22008,242,812,10186,10768
"2187","Houston","Single Family Residential",309000,4,4,3756,10111,1978,82,"Texas",22008,242,812,10186,10768
